Date,Open,High,Low,Close,Adj Close,Volume
3/28/2017,313.007019,315.394257,310.895203,312.869293,304.565186,2273422
3/29/2017,314.476105,318.056976,313.282471,316.63382,308.229797,9644521
3/30/2017,316.63382,323.566071,314.200653,322.464233,313.905457,4265079
3/31/2017,321.362427,323.474243,316.771545,321.408325,312.877594,5680716
4/3/2017,317.689728,317.689728,308.737488,313.833374,305.503693,7198764
4/5/2017,314.889282,318.837433,311.354279,316.312439,307.916931,4607243
4/6/2017,314.935181,314.935181,309.97702,313.833374,305.503693,2367916
4/7/2017,315.899261,321.775604,313.787445,316.496094,308.095673,6230255
4/10/2017,319.801514,319.893341,314.062897,317.414276,308.989532,1504194
4/11/2017,314.935181,326.641968,314.797455,321.546051,313.011627,2284661
4/12/2017,318.60788,324.943329,317.092896,322.096985,313.547974,2482627
4/13/2017,321.362427,324.57605,311.492004,312.410187,304.118256,6434183
4/17/2017,314.751556,315.210632,310.711548,313.374268,305.056732,2050731
4/18/2017,312.180634,315.256531,308.783386,311.078827,302.822235,6057155
4/19/2017,311.62973,313.787445,305.523865,312.134735,303.850128,2728188
4/20/2017,314.016998,315.669708,310.390198,314.705627,306.352753,2058528
4/21/2017,314.016998,317.689728,312.456085,314.751556,306.397522,1472524
4/24/2017,315.853363,318.102905,310.941101,316.450165,308.051056,1460191
4/25/2017,314.935181,330.360565,313.466095,324.989227,316.363434,4659584
4/26/2017,324.989227,330.54422,323.198792,328.294678,319.581177,3212025
4/27/2017,325.264679,332.334656,324.805603,328.616028,319.893982,4886630
4/28/2017,326.22876,328.616028,321.821533,326.412415,317.74884,2930668
5/2/2017,326.412415,326.825592,318.332428,319.158813,310.687775,2391173
5/3/2017,319.617889,321.362427,315.715637,318.011078,309.570526,2568622
5/4/2017,318.332428,322.647888,315.577911,317.689728,309.25766,1321097
5/5/2017,318.102905,320.444244,315.072906,316.541992,308.140411,1677040
5/8/2017,316.541992,326.182861,316.128815,322.556061,313.994873,2901473
5/9/2017,321.362427,322.280609,315.486084,317.001068,308.587311,3069036
5/10/2017,308.96701,349.275055,308.96701,342.250977,333.167053,26586687
5/11/2017,339.725983,340.506439,332.793762,336.053284,327.13382,7911161
5/12/2017,332.610107,340.001465,331.921478,335.226929,326.329407,3995492
5/15/2017,336.053284,339.680084,331.829651,334.354645,325.480286,4056028
5/16/2017,335.961456,346.750061,335.548279,343.720062,334.597107,6381015
5/17/2017,340.82782,349.734131,340.82782,345.189148,336.027222,5735161
5/18/2017,343.12326,350.376862,338.440552,340.414642,331.379456,3615826
5/19/2017,342.48053,348.4487,338.027374,342.250977,333.167053,5915009
5/22/2017,343.398712,347.622345,341.011444,342.067352,332.988281,2981350
5/23/2017,341.608276,345.4646,340.644165,341.470551,332.407349,6332437
5/24/2017,337.889648,342.48053,335.731934,338.210999,329.234314,7562029
5/25/2017,336.971466,345.556427,331.232849,340.368713,331.334747,15443478
5/26/2017,338.807831,349.320953,338.348724,343.031433,333.926788,3113180
5/29/2017,344.041443,347.897797,337.797821,342.572357,333.479889,2174041
5/30/2017,344.13324,345.969604,339.129181,340.368713,331.334747,2132776
5/31/2017,343.398712,346.061432,337.935547,341.14917,332.094482,16773029
6/1/2017,339.725983,342.847809,335.915558,336.879639,327.938232,2422144
6/2/2017,340.460541,350.147308,339.542358,342.710083,333.613953,5641953
6/5/2017,342.664154,346.887787,340.965546,341.929626,332.854156,2540490
6/6/2017,339.725983,342.021454,336.971466,338.807831,329.815277,3599287
6/7/2017,342.893707,344.546448,340.644165,342.296906,333.211731,4228349
6/8/2017,342.434631,343.674164,336.696014,337.614197,328.653351,3787426
6/9/2017,337.660095,340.735992,336.282837,337.705994,328.742676,3145951
6/12/2017,336.879639,341.378723,333.803741,335.318756,326.418823,2416992
6/13/2017,334.216919,338.348724,332.472382,333.482391,324.631165,1234457
6/14/2017,333.757843,338.394623,331.967377,335.594208,326.686951,2295533
6/15/2017,335.594208,340.185089,334.630096,335.410553,326.508148,2771124
6/16/2017,336.053284,337.430542,331.095123,334.997375,326.105957,4870811
6/19/2017,334.216919,338.578278,333.52829,337.430542,328.474548,1853313
6/20/2017,338.578278,340.506439,335.82373,336.604187,327.670135,2506870
6/21/2017,336.420563,338.073273,334.676025,337.246918,328.295807,2891476
6/22/2017,337.660095,338.761902,332.839661,336.236908,327.312561,6884094
6/23/2017,335.961456,338.394623,333.52829,336.236908,327.312561,5576341
6/27/2017,335.135101,345.14325,335.135101,341.057343,332.005096,4149019
6/28/2017,344.225067,350.42276,337.430542,346.336884,337.14447,4132340
6/29/2017,346.841888,354.73822,346.795959,351.157318,341.836975,4611430
6/30/2017,351.157318,352.488678,342.113251,348.632324,339.378967,3561269
7/3/2017,350.239136,352.718231,345.969604,350.790039,341.479431,1656609
7/4/2017,352.488678,352.488678,347.163239,348.265045,339.021454,1802796
7/5/2017,346.153259,347.530518,342.80188,345.510529,336.340027,2295434
7/6/2017,345.740051,351.524597,343.352814,350.10141,340.809082,2355267
7/7/2017,352.580505,355.840027,351.662323,354.325043,344.920654,4760583
7/10/2017,359.971832,376.590851,358.227295,372.504974,362.618073,2062970
7/11/2017,371.081787,375.443146,361.257294,363.093628,353.456451,6061484
7/12/2017,365.251343,369.383148,362.175446,364.608643,354.931305,2840913
7/13/2017,369.33725,371.770416,366.077728,370.163605,361.23175,2826211
7/14/2017,371.908142,375.167694,369.291351,373.698608,364.681427,2379341
7/17/2017,375.994049,376.453125,372.734497,375.029968,365.980621,2471237
7/18/2017,372.96405,394.816711,372.96405,374.892242,365.846283,3965205
7/19/2017,376.453125,388.205811,373.928131,386.782623,377.449738,5010071
7/20/2017,387.471283,389.766724,382.054016,385.451294,376.150543,3343486
7/21/2017,382.880371,382.880371,369.6586,377.646759,368.534332,11919948
7/24/2017,373.698608,387.930359,372.826324,385.680817,376.374512,5325602
7/25/2017,388.068085,396.285797,384.395386,392.796692,383.318695,7003070
7/26/2017,394.816711,394.86261,387.24173,391.373535,381.929871,5658656
7/27/2017,391.143982,391.832611,377.784485,382.008118,372.790466,15158445
7/28/2017,379.253571,381.503113,374.800415,379.483124,370.326385,1904370
7/31/2017,381.044037,386.966278,376.453125,384.670837,375.388916,2899301
8/1/2017,385.772644,388.389435,379.896301,382.9263,373.686432,2403251
8/2/2017,386.415375,388.068085,378.978119,381.824463,372.611237,2154600
8/3/2017,381.91629,390.317627,379.437225,389.491272,380.093018,2760974
8/4/2017,388.710815,388.710815,377.922211,386.461273,377.136108,2948699
8/7/2017,386.415375,388.022186,382.375397,383.293549,374.044861,1275309
8/8/2017,383.339478,390.2258,380.217651,383.614929,374.358459,1957637
8/9/2017,384.670837,384.670837,378.28949,382.008118,372.790466,1335855
8/10/2017,381.135834,386.093994,378.564941,382.191742,372.969635,1630521
8/11/2017,378.28949,383.798553,376.453125,380.630829,371.446381,2491880
8/14/2017,379.207672,380.539032,371.999969,375.121765,366.070251,2193109
8/16/2017,373.698608,377.463135,370.714508,374.387238,365.353455,4104373
8/17/2017,377.371307,385.634918,372.734497,382.283569,373.059204,3222385
8/18/2017,380.079926,387.838531,378.978119,386.553101,377.225739,3005924
8/21/2017,388.802643,390.960358,383.339478,384.854462,375.568085,2037492
8/22/2017,388.113983,390.2258,382.467194,387.56308,378.211365,3392950
8/23/2017,389.53717,398.48941,389.491272,396.561249,386.992401,4667138
8/24/2017,397.571228,398.81076,392.980347,397.52533,387.933228,2721935
8/28/2017,398.48941,402.299866,395.000336,398.856689,389.232422,2754768
8/29/2017,399.866669,399.866669,392.383514,393.072174,383.587524,2063786
8/30/2017,396.19397,396.377594,392.52124,393.898529,384.393921,2345167
8/31/2017,396.469421,396.469421,389.445343,392.704895,383.229126,7766676
9/1/2017,394.816711,395.229889,386.736725,387.976257,378.614563,1959397
9/4/2017,388.389435,390.179901,379.850403,382.329468,373.104034,1383212
9/5/2017,380.217651,380.952209,365.34317,373.239502,364.233398,7071312
9/6/2017,368.694519,372.367249,368.694519,369.566803,360.649323,2026245
9/7/2017,369.6586,374.111786,362.726379,364.792267,355.98999,2593724
9/8/2017,365.34317,371.724518,364.149536,370.484985,361.545349,1976631
9/11/2017,373.698608,374.065857,365.894073,369.97998,361.052521,1582450
9/12/2017,373.698608,373.698608,365.434998,372.045868,363.068573,2535506
9/13/2017,374.065857,374.341309,367.087708,368.786346,359.887726,1843110
9/14/2017,373.239502,373.239502,364.516815,366.261353,357.423615,1636601
9/15/2017,367.271362,369.97998,361.165466,363.598633,354.825165,5240972
9/18/2017,366.35318,368.419067,362.864105,364.195465,355.407623,1285211
9/19/2017,366.35318,366.35318,358.640472,362.496826,353.749939,1083439
9/20/2017,340.644165,366.261353,340.644165,364.379089,355.586792,11562380
9/21/2017,359.925934,369.474976,357.860016,367.363159,358.49884,6436235
9/22/2017,365.434998,368.143616,359.237274,363.001831,354.242767,5176552
9/25/2017,364.424988,364.424988,355.702301,357.860016,349.225006,2946955
9/26/2017,355.564575,360.293182,351.708221,355.656403,347.074554,4125686
9/27/2017,356.207306,358.089569,352.855957,354.370941,345.820129,2664154
9/28/2017,355.794128,357.079559,346.612335,350.790039,342.325623,15869195
9/29/2017,350.698242,359.788208,348.127319,357.584564,348.956207,5238820
10/3/2017,359.925934,360.752289,351.662323,353.177307,344.655304,1808607
10/4/2017,354.41684,354.921844,345.326874,346.290985,337.93515,3081059
10/5/2017,345.923706,349.504608,342.618256,346.795959,338.427917,3309221
10/6/2017,347.255066,352.167328,347.255066,351.019592,342.549652,1046210
10/9/2017,349.275055,350.376862,346.658234,347.943695,339.547974,1170173
10/10/2017,348.402771,355.840027,344.316895,353.131409,344.610504,1474526
10/11/2017,354.600494,373.147675,354.41684,370.530884,361.590118,7630898
10/12/2017,370.209534,371.678589,363.323181,367.500885,358.63327,3949239
10/13/2017,394.816711,401.243958,386.369446,395.643066,386.096375,45113029
10/16/2017,396.8367,420.342072,396.8367,416.210266,406.167297,20755415
10/17/2017,418.689331,430.947021,417.862976,427.825226,417.502014,18496529
10/18/2017,429.707489,430.625641,420.066589,424.152496,413.917877,8849712
10/19/2017,426.952942,438.705627,425.575684,434.987,424.490936,2597461
10/23/2017,436.134735,460.374634,436.134735,456.656006,445.637085,29019970
10/24/2017,453.258759,463.404633,453.258759,460.971466,449.84845,17321597
10/25/2017,461.751892,475.616394,453.488312,473.550507,462.123962,9895096
10/26/2017,469.740051,476.855927,461.338715,469.4646,458.136627,10828626
10/27/2017,469.740051,469.831879,443.480164,445.591949,434.839996,8740217
10/30/2017,450.366486,456.977386,446.280609,452.570129,441.649811,7078408
10/31/2017,449.90741,462.210999,446.877411,456.51828,445.502686,12456858
11/1/2017,476.07547,500.131744,468.270966,494.98996,483.046051,35050241
11/2/2017,500.361298,503.666748,487.185455,498.754486,486.719757,10750137
11/3/2017,498.754486,518.587158,493.33725,496.96405,484.972534,17797149
11/6/2017,495.724487,500.039948,484.017731,488.975891,477.177124,8143064
11/7/2017,492.051788,492.694519,470.199158,472.265045,460.869507,6924581
11/8/2017,455.416473,467.352783,443.57196,454.773743,443.800232,49408955
11/9/2017,461.15509,466.434601,454.773743,462.991455,451.819702,10778276
11/10/2017,465.516449,469.877777,455.967377,462.256897,451.102814,10294410
11/13/2017,461.843719,465.286896,456.013275,457.252838,446.219543,6949331
11/14/2017,458.85965,463.588257,454.314667,457.390564,446.353943,6330181
11/15/2017,457.252838,458.171021,443.93924,446.923309,436.139221,9512320
11/16/2017,448.989227,454.406464,441.781525,449.815582,438.961731,10485355
11/17/2017,454.498291,464.552338,450.87149,453.121033,442.187408,11496883
11/20/2017,453.717834,456.059204,448.989227,452.340576,441.425781,5697407
11/21/2017,454.773743,467.582336,454.039215,462.073273,450.923645,9901345
11/22/2017,463.220978,465.975525,454.911469,458.262817,447.20517,3554782
11/23/2017,461.843719,465.516449,453.121033,455.737823,444.741058,5809504
11/24/2017,456.334656,460.236908,454.498291,456.151001,445.144318,3828143
11/27/2017,455.324646,458.905548,450.825592,457.252838,446.219543,3435438
11/28/2017,457.206909,457.206909,450.091034,451.743744,440.843384,3285217
11/29/2017,451.743744,456.564209,449.90741,455.18692,444.203461,5789473
11/30/2017,452.065125,458.538269,450.641937,455.829651,444.830688,14605320
12/1/2017,458.079193,458.079193,442.424255,444.536072,433.809631,6014576
12/4/2017,445.316498,451.743744,443.021057,444.673798,433.944,2984169
12/5/2017,445.91333,451.697845,437.833344,450.504211,439.633759,4185682
12/6/2017,446.693787,452.661926,439.807434,443.893341,433.182373,8177954
12/7/2017,445.316498,476.07547,444.58197,472.586395,461.183105,6821298
12/8/2017,472.999573,487.414978,472.953674,482.181366,470.546539,13935457
12/11/2017,487.36908,493.97995,481.446838,489.113617,477.311523,12150330
12/12/2017,489.480896,490.215424,477.957764,480.987732,469.381714,3558483
12/13/2017,484.798187,489.389069,472.127319,475.019592,463.557587,7774819
12/14/2017,475.524567,482.04364,469.189148,477.72821,466.200867,3288505
12/15/2017,484.614532,486.496796,472.632324,475.570496,464.095184,6857914
12/18/2017,463.771881,488.287262,454.590118,483.191376,471.532196,10270008
12/19/2017,483.650452,495.999969,477.636383,492.694519,480.806,6744101
12/20/2017,495.816315,496.596771,483.375,485.624542,473.906677,7356440
12/21/2017,485.257263,488.241333,479.289124,481.217285,469.605743,5547441
12/22/2017,483.788177,494.852234,480.620453,485.303192,473.593048,9309923
12/26/2017,487.552704,501.692657,482.273193,498.524933,486.495728,6318000
12/27/2017,499.94812,502.702667,487.185455,490.904053,479.058746,6576681
12/28/2017,490.766327,493.566772,486.726349,487.874084,476.101929,8538855
12/29/2017,488.287262,494.393158,479.289124,486.313171,474.578644,7363797
1/1/2018,487.552704,494.071777,482.410919,484.70636,473.01059,4719333
1/2/2018,489.297241,489.297241,469.969604,474.285034,462.840759,5145590
1/3/2018,476.672302,482.502747,472.632324,475.800018,464.319183,6216553
1/4/2018,476.534576,484.063629,472.402771,480.207275,468.620117,5844199
1/5/2018,482.04364,498.111755,476.121399,495.816315,483.852478,7861243
1/8/2018,490.444977,490.444977,472.127319,474.10141,462.66156,12061390
1/9/2018,475.616394,478.41684,463.404633,468.087341,456.792603,7402279
1/10/2018,472.861847,475.157318,463.037354,464.965515,453.746094,6544424
1/11/2018,466.434601,474.42276,462.027344,472.632324,461.227905,5796686
1/12/2018,473.780029,475.019592,463.220978,467.857788,456.568604,4758483
1/15/2018,468.087341,470.061401,461.338715,463.220978,452.043671,2782331
1/16/2018,466.434601,471.622314,451.192841,456.564209,445.547546,6302128
1/17/2018,454.498291,462.027344,451.23877,458.997375,447.921967,6698572
1/18/2018,460.007355,467.169159,452.661926,454.498291,443.531464,7767065
1/19/2018,444.398346,459.318726,443.93924,457.161011,446.129944,9782631
1/22/2018,455.049194,457.711914,448.071045,450.55014,439.678558,4448642
1/23/2018,453.580109,457.987366,448.805573,451.835571,440.933014,6037482
1/24/2018,447.061035,447.152863,417.908875,421.902954,411.722626,28808019
1/25/2018,425.575684,425.575684,408.084381,415.659363,405.629669,20200906
1/29/2018,407.671204,409.874817,399.453491,404.549377,394.787781,26639578
1/30/2018,404.549377,414.190277,401.47348,404.549377,397.301514,10482710
1/31/2018,406.293915,409.507538,400.693054,403.860748,396.625183,6939087
2/1/2018,404.044403,410.42572,394.908508,402.529388,395.317719,7947503
2/2/2018,401.978485,404.457581,381.778564,387.792633,380.844971,6545202
2/5/2018,383.569,410.196198,377.554932,404.182129,396.940826,14802436
2/6/2018,385.634918,411.11438,384.303558,403.218018,395.993958,9159108
2/7/2018,408.543457,412.629364,392.153992,395.046234,387.968597,10780172
2/8/2018,398.48941,400.325775,390.2258,394.633057,387.562836,6059719
2/9/2018,389.307617,398.443512,385.359467,387.930359,380.980225,5294559
2/12/2018,394.633057,395.734863,386.874451,389.674896,382.693512,3913750
2/14/2018,391.419434,402.621216,391.419434,399.223969,392.071503,10275281
2/15/2018,403.355743,403.355743,391.786713,393.8526,386.796387,4498633
2/16/2018,399.361694,399.361694,384.165833,385.359467,378.455414,4322656
2/19/2018,385.497192,385.634918,370.209534,380.447205,373.631134,6338101
2/20/2018,381.135834,387.654907,381.135834,383.890381,377.012634,7874566
2/21/2018,385.634918,387.930359,383.201752,385.313568,378.410309,4644671
2/22/2018,384.533112,384.946289,379.529022,382.054016,375.209167,10571033
2/23/2018,384.716736,393.163971,382.972198,390.730804,383.730499,7365954
2/26/2018,394.816711,394.816711,386.415375,388.527191,381.566345,3996707
2/27/2018,390.960358,397.249878,389.583069,395.275787,388.194061,5092641
2/28/2018,394.816711,398.030334,391.052155,393.485352,386.435699,25442533
3/1/2018,393.944427,400.876678,390.914429,392.750793,385.714294,5729435
3/5/2018,392.016266,392.153992,383.431274,386.966278,380.033447,3792452
3/6/2018,389.032166,392.658966,377.004028,380.034027,373.225342,4127247
3/7/2018,377.049957,382.23764,359.237274,370.209534,363.576904,11842304
3/8/2018,377.830414,380.217651,362.68045,368.464966,361.863586,8504409
3/9/2018,371.770416,375.075867,365.02182,369.245422,362.630035,4999488
3/12/2018,371.862244,389.766724,370.944061,387.058105,380.123596,8232597
3/13/2018,388.389435,394.633057,385.772644,391.419434,384.406769,5607493
3/14/2018,391.052155,391.052155,384.303558,388.022186,381.070404,4117215
3/15/2018,388.022186,389.583069,383.109924,386.048096,379.131653,3569191
3/16/2018,381.27356,391.832611,379.804474,382.650848,375.795319,7882372
3/19/2018,383.798553,387.104004,364.241364,366.949982,360.375732,5890008
3/20/2018,366.35318,370.484985,360.568634,367.638611,361.052032,8128078
3/21/2018,370.025879,385.772644,369.291351,383.982208,377.102783,9095642
3/22/2018,380.125854,385.864471,378.381317,381.59494,374.758331,5282975
3/23/2018,378.886292,384.670837,372.045868,378.93222,372.143311,5591226
3/26/2018,378.28949,388.389435,373.331329,387.012177,380.078491,4794754
3/27/2018,387.471283,387.838531,374.800415,379.391296,372.594116,6622278
3/28/2018,377.371307,379.253571,363.047729,366.077728,359.519104,11202944
4/2/2018,366.812256,368.878174,358.548645,362.772278,356.272858,5431320
4/3/2018,359.237274,370.944061,359.237274,369.291351,362.67514,4965941
4/4/2018,370.944061,371.678589,360.798187,362.726379,356.227814,3950938
4/5/2018,365.526794,368.097717,359.145477,361.670471,355.190796,9567509
4/6/2018,361.945923,364.057739,351.75412,353.452759,347.120331,9251871
4/9/2018,351.570496,355.05957,345.831879,349.183228,342.927277,13051114
4/10/2018,349.871857,355.05957,343.857788,354.003662,347.661346,13036633
4/11/2018,356.253204,358.824097,351.983673,353.774139,347.435944,7551790
4/12/2018,352.580505,353.957764,348.173248,349.091431,342.837128,4876418
4/13/2018,351.616394,354.600494,345.051422,346.979614,340.763153,7595737
4/16/2018,346.153259,349.183228,343.857788,345.831879,339.635956,4063712
4/17/2018,346.153259,352.0755,343.536438,350.790039,344.50528,6239065
4/18/2018,352.305054,359.788208,351.065491,352.810028,346.489136,6243722
4/19/2018,356.941833,364.792267,353.911865,363.001831,356.498322,3777792
4/20/2018,361.349091,370.66861,359.420929,369.107697,362.494781,7354832
4/23/2018,368.648621,373.239502,364.379089,369.888153,363.261261,4117790
4/24/2018,369.0159,375.167694,364.149536,373.009949,366.327118,6853543
4/25/2018,380.539032,392.429443,378.28949,385.497192,378.590637,21783137
4/26/2018,385.634918,385.634918,372.275421,375.718597,368.987244,13618444
4/27/2018,373.009949,378.059937,368.189514,375.30542,368.581482,4920646
4/30/2018,373.698608,379.437225,371.127686,376.039948,369.302856,3566177
5/2/2018,379.115845,379.115845,372.780426,375.029968,368.310944,6629917
5/3/2018,373.055878,374.61676,366.35318,371.31134,364.658936,4048200
5/4/2018,377.233582,384.119934,361.762268,364.287262,357.760712,15699897
5/7/2018,368.648621,371.449066,363.139557,365.664551,359.113342,6432313
5/8/2018,368.602692,369.97998,364.333191,368.32724,361.728302,3882910
5/9/2018,370.209534,375.994049,364.700439,369.520874,362.900574,8853576
5/10/2018,371.724518,379.850403,370.852234,378.381317,371.602264,8857216
5/11/2018,367.409088,369.750427,350.285034,354.967743,348.608154,25084393
5/14/2018,354.41684,361.762268,347.346863,351.800049,345.497223,9642921
5/15/2018,351.662323,356.39093,347.392792,350.698242,344.415161,6947897
5/16/2018,351.616394,351.616394,343.398712,344.638245,338.463745,6641547
5/17/2018,346.382782,347.943695,335.548279,337.522369,331.475372,9815529
5/18/2018,337.935547,337.935547,325.999237,331.783752,325.839539,12204435
5/21/2018,331.783752,339.037354,326.136963,330.54422,324.622192,5381337
5/22/2018,327.743774,340.735992,322.831512,332.242828,326.290405,7103421
5/23/2018,332.19693,335.869659,325.264679,327.606049,321.736664,6482568
5/24/2018,329.626038,343.306885,327.697845,341.470551,335.352783,4905207
